user_id,top_ties,reciprocity,extrovert_score,num_circles,churn_rate,out_degree,in_degree,total_activity
177,"[(153, 780), (134, 540), (176, 150), (330, 90), (260, 17.0)]",0.6,3.8,5,0.5,5,3,8
178,"[(380, 330), (160, 210), (293, 25.0)]",0.6666666666666666,3.0,2,0.8,3,2,5
179,"[(439, 240), (24, 206.0)]",1.0,2.0,2,0.0,2,2,4
180,"[(453, 1019.0), (460, 150.0), (501, 61.0), (np.int64(243), 30), (164, 2.0)]",0.4,4.0,5,0.5,4,3,7
181,"[(293, 240), (8, 84.0), (20, 65.0), (321, 30.0), (508, 8.0)]",0.4,4.605263157894736,4,1.0,5,2,7
182,"[(481, 960), (552, 540), (41, 330), (265, 210), (449, 150)]",0.8571428571428571,6.222222222222221,5,0.4375,7,6,13
183,"[(136, 240), (490, 150), (np.int64(493), 46.0), (358, 30), (np.int64(295), 5.0)]",0.4,2.9210526315789473,3,0.0,3,4,7
184,"[(231, 6930), (101, 570), (373, 273.0), (388, 9.0)]",0.75,3.111111111111111,4,0.0,4,3,7
185,"[(365, 244.0), (21, 210), (265, 94.0), (467, 28.0)]",0.5,4.0,4,0.0,4,2,6
186,"[(271, 90), (np.int64(445), 55.0)]",0.5,1.0,2,0.0,1,2,3
187,"[(399, 360), (64, 82.0), (273, 71.0), (465, 41.0), (406, 39.0)]",0.8333333333333334,4.800000000000001,5,0.5,6,5,11
188,"[(26, 3090), (214, 930), (534, 120.0), (46, 70.0)]",0.75,4.0,4,0.0,4,3,7
189,"[(240, 721.0), (533, 690), (482, 120), (np.int64(532), 4.0)]",0.75,3.0,4,0.6,3,4,7
190,"[(400, 501.0), (20, 210), (544, 180), (344, 90)]",1.0,3.3333333333333335,4,0.0,4,4,8
191,"[(146, 810), (np.int64(38), 30.0), (299, 2.0)]",0.3333333333333333,1.8,2,0.0,2,2,4
192,"[(207, 780), (324, 647.0)]",1.0,2.0,3,0.0,2,2,4
193,"[(395, 1350), (411, 930), (np.int64(28), 5.0)]",0.6666666666666666,1.0,2,0.0,2,3,5
194,"[(203, 172.0), (249, 121.0), (507, 116.0), (68, 101.0), (277, 60)]",0.25,7.441860465116279,8,1.0,8,2,10
